"V1" "V2" "V3" "V4" "V5"
"25" 0.492203506317248 0.479135991668057 0.0776564421486318 0.919487860643231 0.238803432834773
"26" 0.487727083865628 0.744685327348761 0.609965132375215 0.525004083394931 0.480867684775292
"27" 0.533599779368616 0.37555634340558 0.402726306122627 0.620647758203949 0.342110602510886
"28" 0.541248552544534 0.559127513986638 0.147480803624026 0.24456444543882 0.850459515902226
"29" 0.513611895802722 0.386162435285031 0.147480803624026 0.919487860643231 0.238803432834773
"30" 0.473859196938886 0.414573578797065 0.587311145929424 0.4693070476145 0.487612745538615
"31" 0.525759617493046 0.54815451121452 0.759729224840265 0.836550008076013 0.562199753778858
"32" 0.433013997431319 0.482747154117295 0.402726306122627 1 0.511847071937213
"33" 0.638959851308805 0.457521485089361 0.347352746641046 0.423115201575579 0.724874929116852
"34" 0.651564862656906 0.625366902673642 0.347352746641046 0.4693070476145 0.632783618843568
"35" 0.634662724018096 0.432421679334934 0.332920455559554 0.4693070476145 0.321538277150363
"36" 0.47855802892709 0.302112719556456 0.416056555206024 0.24456444543882 0.565574176220666
"37" 0.335058652069282 0.102707794820523 0.56427620168022 0.185616973759592 0.376976774787503
"38" 0.492203506317248 0.443162958698398 0.429206190859106 0 0.285375404711545
"39" 0.456752838310679 0.443162958698398 0.287883543038123 0.312169295689367 0.426749033974099
"40" 0.591911901177464 0.614280674820547 0.375477582529469 0.711592112488514 0.818497440312948
"41" 0.513611895802722 0.210089648185276 0.272197018968699 0.919487860643231 0.375710563079554
"42" 0.435761464756861 0.421704603064166 0.540830875648515 0.525004083394931 0.560655937720722
"43" 0.19802492277208 0.220158977768517 0.204936579475195 0.711592112488514 0.201932332325326
"44" 0.321790868964029 0.0169542466903148 0.389204174138091 0.620647758203949 0.457476396469767
"45" 0.533599779368616 0.49359532642054 0.455003249685918 0.620647758203949 0.598231501709329
"46" 0.513611895802722 0.210089648185276 0.204936579475195 0.568173271239157 0.899738617291781
"47" 0.262535080897533 0.797457298894527 0.829951856107512 0.873734666562431 0.39735762860296
"48" 0.433013997431319 0.482747154117295 0.402726306122627 0.4693070476145 0.294359809303906
"49" 0.563157562461269 0.471921099822829 0.239583272320316 0.24456444543882 0.536203085393374
"50" 0.461750890176674 0.200064016316567 0.204936579475195 0.362871463542115 0.554612188669513
"51" 0.622954469510531 0.500839531623054 0.204936579475195 0.362871463542115 0.54808753651098
"52" 0.598341400843576 0.56645376470855 0.204936579475195 0.362871463542115 0.5197265236003
"53" 0.312400512171551 0.284849974912906 0.389204174138091 0.661580758628191 0.368341668803934
"54" 0.454218515880078 0.570120129903406 0.632264046231028 0 0
"55" 0.433013997431319 0.257428458198616 0.204936579475195 0.24456444543882 0.885219933782468
"56" 0.591911901177464 0.457521485089361 0.769927090860951 0.362871463542115 0.237393552734381
"57" 0.456752838310679 0.482747154117295 0.256112851788714 0.4693070476145 0.325769223848811
"58" 0.473859196938886 0.737173611177173 0.575843041823193 0.836550008076013 0.486893945589582
"59" 0.557817042450453 0.511723688925485 0.632264046231028 0.362871463542115 0.376683236705947
"60" 0.489973999493101 0.396795078196956 0.552606832511194 0.711592112488514 0.141236047003461
"61" 0.622954469510531 0.511723688925485 0.455003249685918 0.362871463542115 0.526653090669828
"62" 0.533599779368616 0.500839531623054 0.204936579475195 0.423115201575579 0.343213914031313
"63" 0.466658485035296 0.361457251418983 0.167556919616227 0.711592112488514 0.378312166139755
"64" 0.604655366397726 0.537201442272823 0.167556919616227 0.4693070476145 0.933383753339322
"65" 0.454218515880078 0.291743976004848 0.204936579475195 0.423115201575579 0.538480996357443
"66" 0.585361233482249 0.759729387463796 0.429206190859106 0.24456444543882 0.555538964116642
"67" 0.529704396779407 0.533554906071873 0.643287617855433 0.101037082957905 0.511401417785698
"68" 0.599930512839035 0.816382778223301 0.492569043585224 0.101037082957905 0.44993385097711
"69" 0.390940863678864 0.610589287831563 0.222549308395358 0.525004083394931 0.558937448615929
"70" 0.622954469510531 0.707196857941876 0.402726306122627 0.661580758628191 0.582712247489294
"71" 0.628854993426746 0.220158977768517 0.204936579475195 0.312169295689367 0.955295913821827
"72" 0.454218515880078 0.4863607739934 0.389204174138091 0.620647758203949 0.395571987801867
"73" 0.312400512171551 0.250613334370849 0.389204174138091 0.568173271239157 0.403725306643739
"74" 0.595141434753036 0.632767679518844 0.429206190859106 0.312169295689367 0.215133590303569
"75" 0.480878262854913 0.407453688485127 0.467668195408478 0.423115201575579 0.530419979561253
"76" 0.525759617493046 0.361457251418983 0.361532418103105 0.185616973759592 0.519142848490614
"77" 0.49661166164922 0.49721622964179 0.467668195408478 0.362871463542115 0.395025975485238
"78" 0.513611895802722 0.414573578797065 0.186648764878077 0.312169295689367 0.967123645362589
"79" 0.441169638796271 0.54815451121452 0.587311145929424 0.568173271239157 0.462030179852944
"80" 0.51974618679697 0.684789606869552 0.442185361876699 0.620647758203949 0.462705113388079
"81" 0.568413213098631 0.315988046479061 0.528943979203435 0.24456444543882 0.443133138421311
"82" 0.473859196938886 0.333410200710151 0.272197018968699 0.525004083394931 0.115023490828908
"83" 0.651564862656906 0.421704603064166 0.0776564421486318 0.525004083394931 0.80474814649078
"84" 0.505233531787246 0.57745928320302 0.749472350742183 0.525004083394931 0.145090240204833
"85" 1 0.544501257208514 0.598684065574591 0.362871463542115 0.504903923085607
"86" 0.492203506317248 0.428846606993049 0.256112851788714 0.568173271239157 0.98310153780887
"87" 0.464215730113812 0.50446521815627 0.402726306122627 0.312169295689367 0.526251705253534
"88" 0.43847974896736 0.343903649859314 0.540830875648515 0.661580758628191 0.366310930848493
"89" 0.487727083865628 0.763494659056789 0.504818301072331 0.101037082957905 0.495017632226916
"90" 0.47855802892709 0.11850396904458 0.467668195408478 0.362871463542115 0.499827950092873
"91" 0.473859196938886 0.336904728019516 0.416056555206024 0.423115201575579 0.468111638096808
"92" 0.563157562461269 0.49359532642054 0.318214799365526 0.568173271239157 0.483481028938375
"93" 0.449076333484037 0.257428458198616 0.70782352551849 0.620647758203949 0.451190981574953
"94" 0.480878262854913 0.70345777489265 0.820079749540968 0.836550008076013 0.562199753778858
"95" 0.500954180003135 0.662448822513434 0.147480803624026 0.568173271239157 0.478920801070778
"96" 0.483179589803876 0.710937739065958 0.540830875648515 0.4693070476145 0.222513166430075
"97" 0.591911901177464 0.651303922745887 0.204936579475195 0.568173271239157 0.379087577140567
"98" 0.513611895802722 0.629066301683118 0.0776564421486318 0.919487860643231 0.238803432834773
"99" 0.59353040808772 0.911595293833664 0.718332239635996 0.423115201575579 0.388645000539156
"100" 0.471479740721705 0.555467651546823 0.186648764878077 0.525004083394931 0.373704391988882
"101" 0.51974618679697 0.688519580849313 0.287883543038123 0.4693070476145 0.834746481853497
"102" 0.466658485035296 0.393247950368573 0.103143382751401 0.525004083394931 0.663388665568294
"103" 0.541248552544534 0.588483903879007 0.587311145929424 0.620647758203949 0.462030179852944
"104" 0.415867340378961 0.647592791030558 0.147480803624026 0.661580758628191 0.478920801070778
"105" 0.435761464756861 0.372026984605211 0.429206190859106 0.24456444543882 0.520122403862561
"106" 0.648799693359037 0.529910634110818 0.239583272320316 0.185616973759592 0.899588254812217
"107" 0.441169638796271 0.361457251418983 0.70782352551849 0.362871463542115 0.530112195339125
"108" 0.412890169556407 0.210089648185276 0.442185361876699 0.312169295689367 0.161314799669664
"109" 0.480878262854913 0.816382778223301 0.361532418103105 0.185616973759592 0.395198887196819
"110" 0.492203506317248 0.695985034354399 0.416056555206024 0.620647758203949 0.362104961403025
"111" 0.559606865286021 0.629066301683118 0.621157477023602 0.423115201575579 0.533876355972607
"112" 0.511539168194505 0.888657920046786 0.287883543038123 0.24456444543882 0.457582360978803
"113" 0.443831889141894 0.414573578797065 0.332920455559554 0.101037082957905 0.756475713301041
"114" 0.469079659753939 0.684789606869552 0.256112851788714 0.711592112488514 0.379087577140567
"115" 0.595141434753036 1 0.186648764878077 0.568173271239157 0.513004853657646
"116" 0.466658485035296 0.233649903235076 0.361532418103105 0.312169295689367 0.408090117559415
"117" 0.480878262854913 0.82775730073377 0.800180772045995 0 0.462973242932472
"118" 0.498790967464507 0.518991531755696 0.204936579475195 0.423115201575579 0.926291358931647
"119" 0.469079659753939 0.666167594514332 0.728775473680863 0.24456444543882 0.072694813206649
"120" 0.604655366397726 0.588483903879007 0.467668195408478 0.423115201575579 0.493571014774088
"121" 0.480878262854913 0.888657920046786 0.800180772045995 0.423115201575579 0.460643898044667
"122" 0.498790967464507 0.559127513986638 1 0.661580758628191 0.482610679104991
"123" 0.529704396779407 0.518991531755696 0.455003249685918 0.312169295689367 0.449079067591245
"124" 0.366663952525365 0.295196560484635 0.575843041823193 0.620647758203949 0.517202672983749
"125" 0.459263441079742 0.533554906071873 0.287883543038123 0.312169295689367 0.71468170534995
"126" 0.321790868964029 0.389703728861656 0.303211813098299 0.711592112488514 0.551267971195431
"127" 0.505233531787246 0.562789555576718 0.442185361876699 0.568173271239157 0.421640139779385
"128" 0.51974618679697 0.77480057982435 0.528943979203435 0.4693070476145 0.469799866780814
"129" 0 0.233649903235076 0.167556919616227 0.362871463542115 0.800318220092707
"130" 0.622954469510531 0.725919090460075 0.749472350742183 0.24456444543882 0.506159577817492
"131" 0.652939984938224 0.812594460249347 0.186648764878077 0.362871463542115 0.905442711151036
"132" 0.471479740721705 0.347407989364891 0.389204174138091 0.362871463542115 0.179512048393313
"133" 0.548717575958576 0.336904728019516 0 0.750769810797706 0.437790223745828
"134" 0.622954469510531 0.511723688925485 0.56427620168022 0.185616973759592 0.355953533467921
"135" 0.454218515880078 0.421704603064166 0.389204174138091 0.24456444543882 0.537891451307074
"136" 0.533599779368616 0.443162958698398 0.416056555206024 0.423115201575579 0.731993001404689
"137" 0.464215730113812 0.372026984605211 0.303211813098299 0.312169295689367 0.372073237691873
"138" 0.622954469510531 0.425274242038249 0.621157477023602 0.525004083394931 0.532153081340122
"139" 0.330736441505399 0.662448822513434 0.389204174138091 0.362871463542115 0.70434943339433
"140" 0.513611895802722 0.529910634110818 0.204936579475195 0.836550008076013 0.201932332325326
"141" 0.487727083865628 0.57745928320302 0.540830875648515 0.312169295689367 0.156839516595013
"142" 0.51974618679697 0.288295102054153 0.598684065574591 0.185616973759592 0.527690175892931
"143" 0.302503197587319 0 0.429206190859106 0.362871463542115 0.459874349905226
"144" 0.598341400843576 0.969166513313483 0.204936579475195 0.362871463542115 0.874509600218381
"145" 0.435761464756861 0.361457251418983 0.492569043585224 0.568173271239157 0.500792708905521
"146" 0.435761464756861 0.443162958698398 0.467668195408478 0.423115201575579 0.493571014774088
"147" 0.454218515880078 0.425274242038249 0.467668195408478 0.423115201575579 0.477697035268865
"148" 0.487727083865628 0.640176333861479 0.256112851788714 0.312169295689367 0.527405117428546
"149" 0.546866577928417 0.714680410520079 0.516941466681334 0.620647758203949 0.641884803842551
"150" 0.403731686197506 0.51535644561465 0.167556919616227 0.525004083394931 0.541353367599342
"151" 0.557817042450453 0.379088720076343 0.868950178958436 0.711592112488514 0.105998877138715
"152" 0.683296531284439 0.614280674820547 0.429206190859106 0.568173271239157 0.502305264859235
"153" 0.47855802892709 0.213441319962644 0.389204174138091 0.312169295689367 0.543423374519014
"154" 0.433013997431319 0.368500667080237 0.769927090860951 0.750769810797706 0.392016142393323
"155" 0.330736441505399 0.121687193063857 0.665096115414767 0.525004083394931 0.447921271814218
"156" 0.557817042450453 0.482747154117295 0.480187806004257 0.4693070476145 0.126303148987774
"157" 0.471479740721705 0.0567690828880439 0.167556919616227 0.568173271239157 0.395571987801867
"158" 0.546866577928417 0.786121518836012 0.820079749540968 0.836550008076013 0.562199753778858
"159" 0.564918703204718 0.632767679518844 0.455003249685918 0.4693070476145 0.619917920030947
"160" 0.568413213098631 0.55180997999782 0.318214799365526 0.525004083394931 0.80738743013839
"161" 0.505233531787246 0.666167594514332 0.442185361876699 0.362871463542115 0.533568793864827
"162" 0.535529440439153 0.411012232074198 0 0.101037082957905 0.518803347350915
"163" 0.262535080897533 0.57745928320302 0.347352746641046 0.620647758203949 0.580168814592302
"164" 0.559606865286021 0.629066301683118 0.492569043585224 0.568173271239157 0.500792708905521
"165" 0.487727083865628 0.49721622964179 0.455003249685918 0.24456444543882 0.472445014495251
"166" 0.43847974896736 0.305576225167838 0.916669394043106 0.525004083394931 0.452965466221987
"167" 0.489973999493101 0.658731947369074 0.332920455559554 0.24456444543882 0.523586290105608
"168" 0.397423895105617 0.193405413218573 0.759729224840265 0.711592112488514 0.209805643606228
"169" 0.513611895802722 0.206742830546334 0.318214799365526 0.525004083394931 0.407725201954023
"170" 0.459263441079742 0.475527301789254 0.442185361876699 0.362871463542115 0.239047712049682
"171" 0.466658485035296 0.468317401313085 0.829951856107512 0.4693070476145 0.542731730309605
"172" 0.568413213098631 0.361457251418983 0.686602297024273 0.423115201575579 0.460643898044667
"173" 0.588652082722075 0.64388359170136 0.528943979203435 0.24456444543882 0.424613740154704
"174" 0.454218515880078 0.264260025326653 0.467668195408478 0.423115201575579 0.535603611240925
"175" 0.595141434753036 0.919252825747761 0.492569043585224 0 0.416588807655541
"176" 0.585361233482249 0.570120129903406 0.516941466681334 0.312169295689367 0.418661057918078
"177" 0.359202006687929 0.435999440736004 0.749472350742183 0.750769810797706 0.415334376146588
"178" 0.454218515880078 0.544501257208514 0.575843041823193 0.24456444543882 0.524026000396417
"179" 0.397423895105617 0.105850411441273 0.981746534135916 0.568173271239157 0.19255010167968
"180" 0.286531524282299 0.389703728861656 0.332920455559554 0.312169295689367 0.71468170534995
"181" 0.268879673047741 0.011709481337582 0 0.525004083394931 1
"182" 0.454218515880078 0.555467651546823 0.575843041823193 0.661580758628191 0.128855924342496
"183" 0.604655366397726 0.443162958698398 0.167556919616227 0.362871463542115 0.542090361686583
"184" 0.683296531284439 0.011709481337582 0.287883543038123 0.661580758628191 0.592277681033478
"185" 0.435761464756861 0.479135991668057 0.790151511157137 0.24456444543882 0.420252693567084
"186" 0.525759617493046 0.49721622964179 0.0776564421486318 0.919487860643231 0.238803432834773
"187" 0.454218515880078 0.446748679881622 0.697247514112482 0.568173271239157 0.597756924977826
"188" 0.471479740721705 0.49359532642054 0.332920455559554 0.312169295689367 0.694466450710666
"189" 0.400598930243213 0.137714064960178 0.318214799365526 0.661580758628191 0.551267971195431
"190" 0.591911901177464 0.789898471807038 0.347352746641046 0.525004083394931 0.749026198663373
"191" 0.604655366397726 0.733420356525444 0.303211813098299 0 0.344969211933956
"192" 0.421715213812625 0.632767679518844 0.492569043585224 0.568173271239157 0.404145665641104
"193" 0.343429347326891 0.274537448653744 0.70782352551849 0.312169295689367 0.377895788220818
"194" 0.330736441505399 0.666167594514332 0.0478031474557654 0.362871463542115 0.148869261238091
"195" 0.421715213812625 0.529910634110818 0.492569043585224 0.4693070476145 0.521056797715495
"196" 0.466658485035296 0.533554906071873 0.375477582529469 0.4693070476145 0.462731090687952
"197" 0.355370012114413 0.357940202065049 0.467668195408478 0.362871463542115 0.441844724141411
"198" 0.598341400843576 0.544501257208514 0.632264046231028 0.568173271239157 0.238734246028379
"199" 0.559606865286021 0.692251392714385 0.829951856107512 0.711592112488514 0.387872992968353
"200" 0.466658485035296 0.56645376470855 0.103143382751401 0.525004083394931 0.663388665568294
